LOC,STATEMENTS,PUBATTR,OUTCOMMENTEDBLOCKS,MMCCC,MULTIPLESTATEMENTS,MAXSTMTSSEQ,RLOC,METHODS,NL1+,PUBMETHODS,NL3+,#NOTE,FILENAME,CHARS140+,MNL,NL,INTERNALMETHODS,NL0,FRIENDCLASS,NL1,#HINT,NL3,NL2,OUTCOMMENTEDLOC,NONISOLATEDBRACES,CPPCHECKISSUES,PREPROCESSORDIRECTIVES,#TODO,INCLUDES,#FIXME,MRLOCNAME,CLASSES,MRLOC,#HACK,MMCCCNAME,MNLNAME,COMMENTS,NL2+,MAXOUTCOMMENTEDBLOCK,NL5,NL4,NL5+,NL4+,NL0+,NL6,NL6+,TESTCOVERAGE,NL7,NL7+,NL8,NL8+,NL9+,NL9,FUNCTIONS
172,44,1,3,4,0,5,72,8,43,6,14,0,"/trunk/hpi/libs/tracefreqanalysis/segmentwrapper.hpp",0,4,5,1,1,0,4,0,8,25,1,1,,1,0,7,0,"static T* allocate",1,29,0,virtual bool saveToFile,"static T* allocate",21,39,7,3,3,3,6,,,,,,,,,,,
29,4,0,0,1,0,3,13,3,4,0,,0,"/trunk/hpi/libs/tracefreqanalysis/functionexecution.cpp",0,1,1,0,0,0,4,0,,,0,1,,0,0,1,0,"FunctionExecution::FunctionExecution",0,5,0,FunctionExecution::FunctionExecution,"FunctionExecution::FunctionExecution",1,,0,,,,,,,,,,,,,,,
38,8,2,0,0,0,7,15,0,7,2,,0,"/trunk/hpi/libs/tracefreqanalysis/fftwwrapper.h",0,,2,1,1,0,7,0,,0,0,0,,1,0,4,0,0,1,0,0,0,,1,0,0,,,,,,,,,,,,,,,
32,8,0,0,2,0,4,13,2,8,0,,0,"/trunk/hpi/libs/tracefreqanalysis/util.cpp",0,2,2,0,0,0,7,0,,1,0,1,,0,0,1,0,"Util::computeNextLowerBaseTwoExponent",0,9,0,Util::computeNextLowerBaseTwoExponent,"Util::computeNextLowerBaseTwoExponent",5,1,0,,,,,,,,,,,,,,,
73,16,3,0,1,0,4,30,5,12,6,,0,"/trunk/hpi/libs/tracefreqanalysis/functionexecution.h",0,1,2,0,4,0,7,0,,5,0,1,,1,0,4,0,"ID::Id executionId",1,3,0,ID::Id executionId,"ID::Id executionId",2,5,0,,,,,,,,,,,,,,,
16,3,1,0,0,0,2,5,0,2,2,,0,"/trunk/hpi/libs/tracefreqanalysis/util.h",0,,1,0,1,0,2,0,,,0,1,,1,0,2,0,0,1,0,0,0,,0,,0,,,,,,,,,,,,,,,
36,5,0,0,2,0,2,13,3,5,0,,0,"/trunk/hpi/libs/tracefreqanalysis/fftwplanwrapper.cpp",0,1,1,0,0,0,5,0,,,0,0,,0,0,2,0,"FFTWPlanWrapper::set",0,5,0,FFTWPlanWrapper::~FFTWPlanWrapper,"FFTWPlanWrapper::FFTWPlanWrapper",1,,0,,,,,,,,,,,,,,,
100,37,0,1,5,1,9,46,4,37,0,9,0,"/trunk/hpi/libs/tracefreqanalysis/fftforwardinput.cpp",0,4,4,0,0,0,21,0,6,7,2,1,,0,0,4,0,"FFTForwardInput::compute",0,32,0,FFTForwardInput::compute,"FFTForwardInput::compute",7,16,2,,3,,3,,,,,,,,,,,
27,3,0,0,0,0,3,4,0,,0,,0,"/trunk/hpi/libs/tracefreqanalysis/fftdefs.h",0,,0,0,3,0,,0,,,0,0,,8,0,2,0,0,0,0,0,0,,3,,0,,,,,3,,,,,,,,,,
10,1,0,0,0,0,1,2,0,,0,,0,"/trunk/hpi/libs/tracefreqanalysis/fftcomplexblock.h",0,,0,0,1,0,,0,,,0,0,,1,0,1,0,0,0,0,0,0,,0,,0,,,,,1,,,,,,,,,,
24,6,1,0,1,0,2,9,1,5,3,,0,"/trunk/hpi/libs/tracefreqanalysis/fftwplanwrapper.h",0,1,2,0,1,0,4,0,,1,0,1,,1,0,1,0,"fftw_plan get",1,1,0,fftw_plan get,"fftw_plan get",1,1,0,,,,,,,,,,,,,,,
165,55,0,2,8,0,7,71,5,53,0,,0,"/trunk/hpi/libs/tracefreqanalysis/tracediff.cpp",1,2,2,0,2,0,27,0,,26,0,1,,3,0,6,0,"TraceDiff::computeNext",0,48,0,TraceDiff::computeNext,"TraceDiff::computeNext",17,26,3,,,,,,,,,,,,,,,
46,9,0,2,0,0,8,14,0,8,2,,0,"/trunk/hpi/libs/tracefreqanalysis/fftforwardinput.h",0,,1,2,1,0,8,0,,,0,1,,0,0,6,0,0,1,0,0,0,,8,,4,,,,,,,,,,,,,,,
62,18,0,3,1,0,13,26,2,17,5,,0,"/trunk/hpi/libs/tracefreqanalysis/tracediff.h",0,1,2,2,1,0,15,0,,2,1,2,,1,0,4,0,"inline bool hasNext",1,3,0,inline bool hasNext,"inline bool hasNext",14,2,7,,,,,,,,,,,,,,,
62,17,0,0,2,0,4,29,5,16,0,,0,"/trunk/hpi/libs/graphtransforms/copytransform.cpp",0,2,2,0,1,0,13,0,,3,0,8,,0,0,4,0,"CopyTransform::applyTo",0,10,0,CopyTransform::applyTo,"CopyTransform::applyTo",3,3,0,,,,,,,,,,,,,,,
29,9,0,0,0,0,5,14,0,5,3,,0,"/trunk/hpi/libs/graphtransforms/copytransform.h",0,,1,2,4,0,5,0,,,0,3,,1,0,0,0,0,1,0,0,0,,4,,0,,,,,,,,,,,,,,,
276,99,0,1,10,0,14,143,5,94,0,16,0,"/trunk/hpi/libs/dotview/dotviewlayout.cpp",0,3,3,0,5,0,34,0,16,44,1,2,,0,0,8,0,"DotViewLayout::applyDotLayoutToHvLayout",0,79,0,DotViewLayout::applyDotLayoutToHvLayout,"DotViewLayout::computeDotLayout",22,60,3,,,,,,,,,,,,,,,
22,2,0,0,1,0,1,8,3,2,0,,0,"/trunk/hpi/libs/dotview/dotview.cpp",0,1,1,0,0,0,2,0,,,0,4,,0,0,2,0,"DotView::DotView",0,3,0,DotView::DotView,"DotView::DotView",2,,0,,,,,,,,,,,,,,,
59,18,0,0,1,0,15,26,1,17,3,,0,"/trunk/hpi/libs/dotview/dotviewlayout.h",0,1,2,3,1,0,16,0,,1,0,3,,1,0,6,0,"virtual const char* name",1,1,0,virtual const char* name,"virtual const char* name",3,1,0,,,,,,,,,,,,,,,
21,5,1,0,0,0,3,8,0,3,3,,0,"/trunk/hpi/libs/dotview/dotview.h",0,,1,0,2,0,3,0,,,0,2,,1,0,1,0,0,1,0,0,0,,2,,0,,,,,,,,,,,,,,,
21,2,0,0,1,0,1,7,3,2,0,,0,"/trunk/hpi/libs/graphvis/visadapter.cpp",0,1,1,0,0,0,2,0,,,0,3,,0,0,2,0,"VisAdapter::createNodeShape",0,3,0,VisAdapter::VisAdapter,"VisAdapter::VisAdapter",2,,0,,,,,,,,,,,,,,,
216,61,0,0,10,0,4,116,20,61,0,13,0,"/trunk/hpi/libs/graphvis/graphvis.cpp",0,5,5,0,0,0,25,0,4,23,2,52,,0,0,9,0,"GraphVis::applyLayout",0,36,0,GraphVis::applyLayout,"GraphVis::handleEvent",9,36,0,1,8,1,9,,,,,,,,,,,
52,12,0,0,1,0,6,19,5,10,11,,0,"/trunk/hpi/libs/graphvis/visadapter.h",0,1,2,0,2,0,7,0,,3,0,6,4,1,0,11,0,"VisAdapter",1,1,0,VisAdapter,"VisAdapter",3,3,0,,,,,,,,,,,,,,,
64,17,0,0,3,0,4,33,9,17,0,,0,"/trunk/hpi/libs/graphvis/attributemapper.cpp",0,2,2,0,0,0,8,0,,9,0,13,,0,0,3,0,"AttributeMapper::colorForNode",0,15,0,AttributeMapper::heightForNode,"AttributeMapper::colorForNode",2,9,0,,,,,,,,,,,,,,,
101,43,0,0,2,0,9,53,13,41,32,2,0,"/trunk/hpi/libs/graphvis/graphvis.h",0,2,3,1,2,0,29,0,2,10,0,16,,1,0,8,0,"template<class ShapeFunctor> void shapesDo",1,5,0,template<class ShapeFunctor> void shapesDo,"template<class ShapeFunctor> void shapesDo",4,12,0,,,,,,,,,,,,,,,
40,16,0,0,1,0,9,22,3,12,12,,0,"/trunk/hpi/libs/graphvis/attributemapper.h",0,1,2,0,4,0,10,0,,2,0,6,,1,0,1,0,"virtual void resetCaches",1,1,0,virtual void resetCaches,"virtual void resetCaches",2,2,0,,,,,,,,,,,,,,,
24,5,0,0,0,0,4,10,0,4,2,,0,"/trunk/hpi/libs/graphvis/interaction/edgehighlighting.h",0,,1,2,1,0,4,0,,,0,3,,1,0,2,0,0,1,0,0,0,,3,,0,,,,,,,,,,,,,,,
36,6,0,0,4,0,2,16,3,6,0,5,0,"/trunk/hpi/libs/graphvis/interaction/nodecollapsing.cpp",0,4,4,0,0,0,1,0,3,0,0,8,,0,0,3,0,"NodeCollapsing::mouseDoubleClickEvent",0,14,0,NodeCollapsing::mouseDoubleClickEvent,"NodeCollapsing::mouseDoubleClickEvent",3,5,0,,2,,2,,,,,,,,,,,
94,35,0,0,10,0,6,58,4,35,0,25,0,"/trunk/hpi/libs/graphvis/interaction/edgesplitting.cpp",0,5,5,0,0,0,0,0,11,10,0,21,,0,0,3,0,"EdgeSplitting::dragMoveEvent",0,31,0,EdgeSplitting::dragMoveEvent,"EdgeSplitting::dragMoveEvent",4,35,0,1,13,1,14,,,,,,,,,,,
204,58,0,1,6,0,4,119,20,58,0,16,0,"/trunk/hpi/libs/graphvis/interaction/dependencyhighlighting.cpp",8,3,3,0,0,0,19,0,16,23,2,55,,0,0,3,0,"DependencyHighlighting::fullUpdate",0,18,0,DependencyHighlighting::highlightEdgesForNode,"DependencyHighlighting::hoverEnterEvent",7,39,4,,,,,,,,,,,,,,,
27,6,0,0,0,0,5,13,0,5,4,,0,"/trunk/hpi/libs/graphvis/interaction/nodecollapsing.h",0,,1,1,1,0,5,0,,,0,3,,1,0,1,0,0,1,0,0,0,,3,,0,,,,,,,,,,,,,,,
32,10,0,0,0,0,9,18,0,9,3,,0,"/trunk/hpi/libs/graphvis/interaction/edgesplitting.h",0,,1,3,1,0,9,0,,,0,3,,1,0,1,0,0,1,0,0,0,,3,,0,,,,,,,,,,,,,,,
70,29,1,0,1,0,26,43,1,28,8,,0,"/trunk/hpi/libs/graphvis/interaction/dependencyhighlighting.h",0,1,2,15,1,0,28,0,,0,0,5,,1,0,4,0,"virtual ~DependencyHighlighting",1,1,0,virtual ~DependencyHighlighting,"virtual ~DependencyHighlighting",3,0,0,,,,,,,,,,,,,,,
34,6,0,0,2,0,3,14,3,6,0,,0,"/trunk/hpi/libs/graphvis/interaction/hoverhighlighting.cpp",0,1,1,0,0,0,6,0,,,0,5,,0,0,4,0,"HoverHighlighting::hoverEnterEvent",0,6,0,HoverHighlighting::hoverEnterEvent,"HoverHighlighting::HoverHighlighting",3,,0,,,,,,,,,,,,,,,
157,70,0,0,12,0,9,97,5,70,0,47,0,"/trunk/hpi/libs/graphvis/interaction/nodepullout.cpp",0,5,5,0,0,0,5,0,17,18,5,29,,0,0,3,0,"NodePullOut::dragStartEvent",0,45,0,NodePullOut::dragStartEvent,"NodePullOut::dragStartEvent",14,65,0,19,11,19,30,,,,,,,,,,,
30,4,0,0,1,0,1,13,5,4,0,,0,"/trunk/hpi/libs/graphvis/interaction/qtsignalemitter.cpp",0,1,1,0,0,0,4,0,,,0,7,,0,0,1,0,"QtSignalEmitter::hoverEnterEvent",0,3,0,QtSignalEmitter::QtSignalEmitter,"QtSignalEmitter::QtSignalEmitter",3,,0,,,,,,,,,,,,,,,
25,4,0,0,1,0,2,10,1,3,2,,0,"/trunk/hpi/libs/graphvis/interaction/hoverhighlighting.h",0,1,2,2,1,0,3,0,,0,0,4,,3,0,1,0,"virtual ~HoverHighlighting",1,1,0,virtual ~HoverHighlighting,"virtual ~HoverHighlighting",4,0,0,,,,,,,,,,,,,,,
57,21,1,0,1,0,6,30,1,20,1,0,0,"/trunk/hpi/libs/graphvis/interaction/nodepullout.h",0,1,3,4,1,0,13,0,0,7,0,8,,1,0,4,0,"EdgePullInfo",1,1,0,EdgePullInfo,"EdgePullInfo",3,7,0,,,,,,,,,,,,,,,
81,19,0,0,7,0,2,44,7,19,0,11,0,"/trunk/hpi/libs/graphvis/interaction/edgedrawing.cpp",4,3,3,0,0,0,4,0,11,4,0,21,,0,0,2,0,"EdgeDrawing::hideEdge",0,17,0,EdgeDrawing::hideEdge,"EdgeDrawing::hoverEnterEvent",3,15,0,,,,,,,,,,,,,,,
19,2,0,0,1,0,1,7,3,2,0,,0,"/trunk/hpi/libs/graphvis/interaction/event.cpp",0,1,1,0,0,0,2,0,,,0,4,,0,0,1,0,"Event::accept",0,3,0,Event::Event,"Event::Event",2,,0,,,,,,,,,,,,,,,
34,10,0,0,0,0,9,17,0,9,1,,0,"/trunk/hpi/libs/graphvis/interaction/qtsignalemitter.h",0,,1,8,1,0,9,0,,,0,3,,1,0,2,0,0,1,0,0,0,,3,,0,,,,,,,,,,,,,,,
211,88,6,0,11,0,7,134,13,87,2,56,0,"/trunk/hpi/libs/graphvis/interaction/dragging.cpp",4,6,6,0,1,0,19,0,18,12,0,42,,3,0,8,0,"void search",1,33,0,Dragging::dragMoveEvent,"Dragging::dragMoveEvent",4,68,0,20,14,24,38,,4,4,,,,,,,,
38,10,0,0,1,0,8,18,1,9,2,,0,"/trunk/hpi/libs/graphvis/interaction/edgedrawing.h",0,1,2,6,1,0,9,0,,0,0,4,,3,0,2,0,"virtual ~EdgeDrawing",1,1,0,virtual ~EdgeDrawing,"virtual ~EdgeDrawing",4,0,0,,,,,,,,,,,,,,,
79,30,0,0,16,9,7,47,15,30,0,19,0,"/trunk/hpi/libs/graphvis/interaction/interactiontechnique.cpp",0,3,3,0,0,0,4,0,19,7,0,23,,0,0,2,0,"InteractionTechnique::handleEvent",0,30,0,InteractionTechnique::handleEvent,"InteractionTechnique::handleEvent",2,26,0,,,,,,,,,,,,,,,
82,27,4,0,1,0,5,50,15,23,17,,0,"/trunk/hpi/libs/graphvis/interaction/event.h",0,1,2,0,4,0,12,0,,11,0,22,,1,0,4,0,"virtual ~Event",4,1,0,virtual ~Event,"virtual ~Event",2,11,0,,,,,,,,,,,,,,,
56,21,0,0,1,0,13,29,1,20,3,,0,"/trunk/hpi/libs/graphvis/interaction/dragging.h",0,1,2,11,1,0,19,0,,1,0,4,,1,0,4,0,"virtual void onDrop",1,1,0,virtual void onDrop,"virtual void onDrop",4,1,0,,,,,,,,,,,,,,,
30,3,0,0,2,0,2,12,4,3,0,,0,"/trunk/hpi/libs/graphvis/interaction/edgehighlighting.cpp",0,2,2,0,0,0,0,0,,3,0,7,,0,0,1,0,"EdgeHighlighting::hoverLeaveEvent",0,6,0,EdgeHighlighting::hoverEnterEvent,"EdgeHighlighting::hoverEnterEvent",3,3,0,,,,,,,,,,,,,,,
61,27,0,0,1,0,10,36,8,24,11,,0,"/trunk/hpi/libs/graphvis/interaction/interactiontechnique.h",0,1,2,12,3,0,18,0,,6,0,11,,1,0,1,0,"GraphVis* hierarchyVis",1,1,0,GraphVis* hierarchyVis,"GraphVis* hierarchyVis",2,6,0,,,,,,,,,,,,,,,
33,8,0,0,7,0,5,16,3,8,0,,0,"/trunk/hpi/libs/graphvis/shapes/edgeshapedefinition.cpp",0,2,2,0,0,0,6,0,,2,0,5,,0,0,1,0,"EdgeShapeDefinition::interpolated",0,14,0,EdgeShapeDefinition::interpolated,"EdgeShapeDefinition::interpolated",2,2,0,,,,,,,,,,,,,,,
16,1,0,0,1,0,1,6,2,1,0,,0,"/trunk/hpi/libs/graphvis/shapes/spheredefinition.cpp",0,1,1,0,0,0,1,0,,,0,3,,0,0,1,0,"SphereDefinition::clone",0,3,0,SphereDefinition::SphereDefinition,"SphereDefinition::SphereDefinition",2,,0,,,,,,,,,,,,,,,
33,7,0,0,4,0,2,17,3,7,0,4,0,"/trunk/hpi/libs/graphvis/shapes/shapeanimation.cpp",0,3,3,0,0,0,0,0,4,3,0,7,1,0,0,1,0,"ShapeAnimation::timerCallback",0,16,0,ShapeAnimation::timerCallback,"ShapeAnimation::timerCallback",2,7,0,,,,,,,,,,,,,,,
15,0,0,0,1,0,0,4,2,0,0,,0,"/trunk/hpi/libs/graphvis/shapes/shape.cpp",0,1,1,0,0,0,0,0,,,0,2,,0,0,1,0,"Shape::Shape",0,2,0,Shape::Shape,"Shape::Shape",2,,0,,,,,,,,,,,,,,,
24,5,0,0,1,0,4,11,3,5,0,,0,"/trunk/hpi/libs/graphvis/shapes/boxdefinition.cpp",0,1,1,0,0,0,5,0,,,0,3,,0,0,1,0,"BoxDefinition::interpolated",0,6,0,BoxDefinition::BoxDefinition,"BoxDefinition::BoxDefinition",2,,0,,,,,,,,,,,,,,,
59,26,0,0,1,1,5,31,8,25,17,,0,"/trunk/hpi/libs/graphvis/shapes/curvedefinition.h",0,1,2,4,1,0,16,0,,9,0,9,5,1,0,5,0,"virtual CurveDefinition* clone",1,1,0,virtual CurveDefinition* clone,"virtual CurveDefinition* clone",2,9,0,,,,,,,,,,,,,,,
52,22,0,0,1,0,8,27,7,21,18,,0,"/trunk/hpi/libs/graphvis/shapes/edgeshapedefinition.h",0,1,2,0,1,0,14,0,,7,0,9,,1,0,4,0,"QColor startColor",1,1,0,QColor startColor,"QColor startColor",2,7,0,,,,,,,,,,,,,,,
26,6,0,0,1,0,2,12,2,5,4,,0,"/trunk/hpi/libs/graphvis/shapes/spheredefinition.h",0,1,2,0,1,0,3,0,,2,0,4,5,1,0,1,0,"virtual NodeShape* createWithFactory",1,1,0,virtual NodeShape* createWithFactory,"virtual NodeShape* createWithFactory",2,2,0,,,,,,,,,,,,,,,
45,20,0,0,1,0,9,24,8,19,12,,0,"/trunk/hpi/libs/graphvis/shapes/shapeanimation.h",0,1,2,0,1,0,11,0,,8,0,10,1,1,0,3,0,"int duration",1,1,0,int duration,"int duration",2,8,0,,,,,,,,,,,,,,,
30,11,1,0,1,0,2,15,4,8,8,,0,"/trunk/hpi/libs/graphvis/shapes/shape.h",0,1,2,0,3,0,4,0,,4,0,6,,1,0,1,0,"virtual bool isNodeShape",1,1,0,virtual bool isNodeShape,"virtual bool isNodeShape",2,4,0,,,,,,,,,,,,,,,
34,10,0,0,1,0,2,16,5,9,8,,0,"/trunk/hpi/libs/graphvis/shapes/boxdefinition.h",0,1,2,0,1,0,4,0,,5,0,7,,1,0,2,0,"virtual NodeShapeDefinition* clone",1,1,0,virtual NodeShapeDefinition* clone,"virtual NodeShapeDefinition* clone",2,5,0,,,,,,,,,,,,,,,
69,21,0,0,2,0,3,36,9,21,0,,0,"/trunk/hpi/libs/graphvis/shapes/nodeshape.cpp",0,2,2,0,0,0,7,0,,14,0,13,,0,0,2,0,"NodeShape::show",0,7,0,NodeShape::show,"NodeShape::show",3,14,0,,,,,,,,,,,,,,,
44,12,0,0,4,0,8,23,4,12,0,,0,"/trunk/hpi/libs/graphvis/shapes/shapedefinition.cpp",0,2,2,0,0,0,10,0,,2,0,6,1,0,0,2,0,"ShapeDefinition::interpolate",0,13,0,ShapeDefinition::interpolate,"ShapeDefinition::interpolateSpherical",4,2,0,,,,,,,,,,,,,,,
67,23,0,2,1,0,6,34,11,21,20,,0,"/trunk/hpi/libs/graphvis/shapes/nodeshape.h",0,1,2,1,2,0,13,0,,8,0,14,,1,0,3,0,"virtual bool isNodeShape",1,1,0,virtual bool isNodeShape,"virtual bool isNodeShape",7,8,4,,,,,,,,,,,,,,,
22,2,0,0,1,0,1,9,3,2,0,,0,"/trunk/hpi/libs/graphvis/shapes/stackedpiepartdefinition.cpp",0,1,1,0,0,0,2,0,,,0,3,,0,0,1,0,"StackedPiePartDefinition::StackedPiePartDefinition",0,3,0,StackedPiePartDefinition::StackedPiePartDefinition,"StackedPiePartDefinition::StackedPiePartDefinition",2,,0,,,,,,,,,,,,,,,
44,16,0,0,2,0,8,24,4,16,0,,0,"/trunk/hpi/libs/graphvis/shapes/piepartdefinition.cpp",2,2,2,0,0,0,12,0,,4,0,6,,0,0,2,0,"PiePartDefinition::interpolated",0,17,0,PiePartDefinition::interpolated,"PiePartDefinition::interpolated",3,4,0,,,,,,,,,,,,,,,
31,8,0,0,1,0,4,14,1,7,4,,0,"/trunk/hpi/libs/graphvis/shapes/shapedefinition.h",0,1,2,3,1,0,6,0,,1,0,3,,1,0,2,0,"template<typename T> T interpolate",1,3,0,template<typename T> T interpolate,"template<typename T> T interpolate",2,1,0,,,,,,,,,,,,,,,
46,11,0,0,7,0,6,18,3,11,0,,0,"/trunk/hpi/libs/graphvis/shapes/nodeshapedefinition.cpp",0,2,2,0,0,0,9,0,,2,1,5,,3,0,6,0,"NodeShapeDefinition::interpolated",0,15,0,NodeShapeDefinition::interpolated,"NodeShapeDefinition::interpolated",3,2,0,,,,,,,,,,,,,,,
30,8,1,0,1,0,3,14,3,7,5,,0,"/trunk/hpi/libs/graphvis/shapes/stackedpiepartdefinition.h",0,1,2,0,1,0,4,0,,3,0,5,,1,0,3,0,"virtual NodeShape* createWithFactory",1,1,0,virtual NodeShape* createWithFactory,"virtual NodeShape* createWithFactory",2,3,0,,,,,,,,,,,,,,,
43,18,0,0,1,0,4,25,10,17,14,,0,"/trunk/hpi/libs/graphvis/shapes/piepartdefinition.h",0,1,2,0,1,0,8,0,,9,0,12,18,1,0,1,0,"PiePartDefinition",1,1,0,PiePartDefinition,"PiePartDefinition",2,9,0,,,,,,,,,,,,,,,
26,6,0,0,1,0,5,12,3,6,0,,0,"/trunk/hpi/libs/graphvis/shapes/cylinderdefinition.cpp",0,1,1,0,0,0,6,0,,,0,4,,0,0,1,0,"CylinderDefinition::interpolated",0,7,0,CylinderDefinition::CylinderDefinition,"CylinderDefinition::CylinderDefinition",2,,0,,,,,,,,,,,,,,,
46,15,2,1,1,0,4,18,5,14,10,,0,"/trunk/hpi/libs/graphvis/shapes/nodeshapedefinition.h",0,1,2,0,1,0,9,0,,5,0,6,,1,0,4,0,"QVector3D position",1,1,0,QVector3D position,"QVector3D position",7,5,5,,,,,,,,,,,,,,,
59,19,0,0,2,0,7,33,7,19,0,,0,"/trunk/hpi/libs/graphvis/shapes/edgeshape.cpp",0,2,2,0,0,0,7,0,,12,0,11,,0,0,1,0,"EdgeShape::highlight",0,9,0,EdgeShape::show,"EdgeShape::show",2,12,0,,,,,,,,,,,,,,,
30,9,0,0,1,0,2,15,3,8,6,,0,"/trunk/hpi/libs/graphvis/shapes/cylinderdefinition.h",0,1,2,0,1,0,5,0,,3,0,5,10,1,0,1,0,"virtual NodeShape* createWithFactory",1,1,0,virtual NodeShape* createWithFactory,"virtual NodeShape* createWithFactory",2,3,0,,,,,,,,,,,,,,,
15,0,0,0,1,0,0,4,2,0,0,,0,"/trunk/hpi/libs/graphvis/shapes/shapefactory.cpp",0,1,1,0,0,0,0,0,,,0,2,,0,0,1,0,"ShapeFactory::ShapeFactory",0,2,0,ShapeFactory::ShapeFactory,"ShapeFactory::ShapeFactory",2,,0,,,,,,,,,,,,,,,
66,29,0,0,1,0,4,36,16,28,23,,0,"/trunk/hpi/libs/graphvis/shapes/edgeshape.h",0,1,2,1,1,0,12,0,,16,0,18,,1,0,5,0,"virtual bool isEdgeShape",1,1,0,virtual bool isEdgeShape,"virtual bool isEdgeShape",3,16,0,,,,,,,,,,,,,,,
146,67,0,0,7,0,7,85,13,67,0,10,0,"/trunk/hpi/libs/graphvis/shapes/curvedefinition.cpp",0,3,3,0,0,0,39,0,10,18,0,24,,0,0,4,0,"CurveDefinition::split",0,34,0,CurveDefinition::split,"CurveDefinition::split",8,28,0,,,,,,,,,,,,,,,
39,19,1,0,0,0,8,24,0,8,8,,0,"/trunk/hpi/libs/graphvis/shapes/shapefactory.h",0,,1,0,11,0,8,0,,,0,3,,1,0,0,0,0,1,0,0,0,,2,,0,,,,,,,,,,,,,,,
32,6,0,0,1,0,3,12,1,5,3,,0,"/trunk/hpi/libs/graphvis/layout/radialtreelayout.h",0,1,2,1,1,0,4,0,,1,0,3,,3,0,1,0,"virtual const char* name",1,1,0,virtual const char* name,"virtual const char* name",3,1,0,,,,,,,,,,,,,,,
